"Suburb","Rooms","Type","Price","Method","Distance","Bedroom2","Bathroom","Car","Landsize","BuildingArea","Lattitude","Longtitude","Regionname","Propertycount"
"Coburg",2,"u",537500,"S",7.8,2,1,1,0,73,-37.7435,144.9563,"Northern Metropolitan",11204
"Coburg",2,"h",1130000,"S",7.8,2,1,2,520,85,-37.7543,144.9717,"Northern Metropolitan",11204
"Coburg",2,"t",598000,"S",7.8,2,1,1,108,100,-37.7379,144.9617,"Northern Metropolitan",11204
"Coburg",3,"h",1120000,"S",7.8,3,2,1,293,180,-37.7481,144.9663,"Northern Metropolitan",11204
"Coburg",3,"h",870000,"S",7.8,3,1,1,371,100,-37.735,144.9558,"Northern Metropolitan",11204
"Coburg",3,"h",680000,"PI",7.8,2,1,2,462,72,-37.7448,144.9478,"Northern Metropolitan",11204
"Coburg",1,"h",482500,"S",7.8,1,1,1,108,49,-37.7554,144.9648,"Northern Metropolitan",11204
"Coburg",3,"h",825000,"S",7.8,3,1,2,577,131,-37.7459,144.9773,"Northern Metropolitan",11204
"Coburg",3,"h",725000,"S",7.8,3,1,0,238,131,-37.7539,144.9612,"Northern Metropolitan",11204
"Coburg",4,"h",1250000,"VB",7.8,4,3,1,515,249,-37.7537,144.9766,"Northern Metropolitan",11204
"Coburg",2,"h",1008000,"S",7.8,2,1,3,457,89,-37.7505,144.9725,"Northern Metropolitan",11204
"Coburg",2,"t",599000,"S",7.8,2,2,1,76,85,-37.7474,144.9621,"Northern Metropolitan",11204
"Coburg",2,"h",860000,"S",7.8,2,1,1,483,85,-37.7509,144.9696,"Northern Metropolitan",11204
"Coburg",4,"h",990000,"SP",7.8,4,1,1,488,142,-37.7537,144.9532,"Northern Metropolitan",11204
"Coburg",2,"u",451000,"S",7.8,2,1,1,0,72,-37.752,144.954,"Northern Metropolitan",11204
"Coburg",2,"h",635000,"S",7.8,2,2,3,339,149,-37.7404,144.9559,"Northern Metropolitan",11204
"Coburg",5,"h",1020000,"PI",7.8,5,2,4,381,286,-37.7492,144.969,"Northern Metropolitan",11204
"Coburg",3,"h",967000,"S",7.8,3,1,1,169,129,-37.7494,144.9681,"Northern Metropolitan",11204
"Coburg",3,"h",1025000,"VB",7.8,3,1,3,336,112,-37.7408,144.9558,"Northern Metropolitan",11204
"Coburg",3,"h",7e+05,"SP",7.8,3,1,1,138,102,-37.7406,144.9555,"Northern Metropolitan",11204
"Coburg",3,"h",1130000,"S",7.8,3,1,3,206,80,-37.7382,144.9563,"Northern Metropolitan",11204
"Coburg",3,"h",835000,"SA",7.8,3,1,2,385,129,-37.7376,144.9638,"Northern Metropolitan",11204
"Coburg",4,"h",1075000,"S",7.8,4,1,4,531,187,-37.7473,144.9528,"Northern Metropolitan",11204
"Coburg",3,"h",845000,"S",7.8,3,1,1,221,129,-37.748,144.9603,"Northern Metropolitan",11204
"Coburg",3,"t",6e+05,"S",7.8,3,1,1,102,95,-37.736,144.9665,"Northern Metropolitan",11204
"Coburg",4,"h",1461000,"S",7.8,4,2,2,571,187,-37.7535,144.9779,"Northern Metropolitan",11204
"Coburg",4,"h",1150000,"PI",7.8,4,2,2,43,205,-37.7456,144.9469,"Northern Metropolitan",11204
"Coburg",2,"u",515000,"S",7.8,2,1,2,0,70,-37.7474,144.9608,"Northern Metropolitan",11204
"Coburg",3,"h",770000,"PI",7.8,4,1,2,408,129,-37.7366,144.9564,"Northern Metropolitan",11204
"Coburg",2,"h",472000,"S",7.8,2,1,1,500,69,-37.747,144.9515,"Northern Metropolitan",11204
"Coburg",2,"h",901000,"S",7.8,2,1,1,545,107,-37.7445,144.9471,"Northern Metropolitan",11204
"Coburg",2,"h",642000,"S",7.8,2,1,0,167,85,-37.7477,144.9647,"Northern Metropolitan",11204
"Coburg",2,"h",605000,"S",7.8,2,1,1,0,13,-37.7519,144.9721,"Northern Metropolitan",11204
"Coburg",3,"t",687000,"S",7.8,3,1,1,116,140,-37.7454,144.9487,"Northern Metropolitan",11204
"Coburg",4,"h",975000,"PI",7.8,4,2,2,307,203,-37.748,144.9602,"Northern Metropolitan",11204
"Coburg",3,"h",985000,"S",7.8,3,1,1,309,129,-37.7434,144.9697,"Northern Metropolitan",11204
"Coburg",3,"h",835000,"S",7.8,3,1,1,459,129,-37.7388,144.9529,"Northern Metropolitan",11204
"Coburg",3,"h",951000,"SP",7.8,3,2,0,342,129,-37.743,144.956,"Northern Metropolitan",11204
"Coburg",3,"h",1370000,"S",7.8,3,1,1,563,130,-37.7493,144.978,"Northern Metropolitan",11204
"Coburg",2,"h",7e+05,"VB",7.8,2,1,2,381,92,-37.74,144.9516,"Northern Metropolitan",11204
"Coburg",3,"t",810000,"S",7.8,3,2,1,213,131,-37.7461,144.9584,"Northern Metropolitan",11204
"Coburg",2,"u",445000,"SP",7.8,2,1,1,0,85,-37.7336,144.9597,"Northern Metropolitan",11204
"Coburg",4,"h",838000,"S",7.8,4,1,1,576,147,-37.7369,144.9637,"Northern Metropolitan",11204
"Coburg",2,"h",810000,"S",7.8,2,1,1,370,85,-37.7489,144.9598,"Northern Metropolitan",11204
"Coburg",4,"h",1150000,"PI",7.8,4,1,2,633,164,-37.7531,144.9504,"Northern Metropolitan",11204
"Coburg",4,"h",931000,"SP",7.8,3,1,1,412,160,-37.7432,144.9768,"Northern Metropolitan",11204
"Coburg",1,"u",241000,"S",7.8,1,1,1,0,62,-37.7463,144.9635,"Northern Metropolitan",11204
"Coburg",4,"h",1331000,"S",7.8,3,2,2,394,187,-37.7534,144.9679,"Northern Metropolitan",11204
"Coburg",1,"h",1007000,"SP",7.8,1,2,0,807,1,-37.7373,144.9825,"Northern Metropolitan",11204
"Coburg",2,"h",981000,"S",7.8,2,1,1,263,114,-37.7493,144.97,"Northern Metropolitan",11204
"Coburg",2,"t",570000,"S",7.8,2,1,1,0,86,-37.7367,144.9701,"Northern Metropolitan",11204
"Coburg",2,"h",5e+05,"S",7.8,2,1,1,113,70,-37.7424,144.961,"Northern Metropolitan",11204
"Coburg",3,"h",830000,"PI",7.8,3,2,0,559,129,-37.7384,144.9617,"Northern Metropolitan",11204
"Coburg",3,"h",1194500,"S",7.8,2,1,2,537,129,-37.7443,144.9494,"Northern Metropolitan",11204
"Coburg",2,"u",425000,"S",7.8,2,2,1,0,85,-37.7363,144.9723,"Northern Metropolitan",11204
"Coburg",2,"h",645000,"SP",7.8,2,1,1,702,85,-37.7517,144.9795,"Northern Metropolitan",11204
"Coburg North",4,"h",895000,"S",9.2,4,2,2,661,187,-37.7246,144.9828,"Northern Metropolitan",3445
"Coburg North",3,"h",655000,"SP",9.2,3,1,0,404,98,-37.7305,144.9803,"Northern Metropolitan",3445
"Coburg North",3,"t",631000,"S",9.2,3,1,1,178,120,-37.7297,144.9645,"Northern Metropolitan",3445
"Coburg North",2,"t",6e+05,"S",9.2,2,1,1,145,105,-37.7295,144.9641,"Northern Metropolitan",3445
"Coburg North",4,"h",820000,"SP",9.2,4,1,3,498,187,-37.7329,144.9721,"Northern Metropolitan",3445
"Coburg North",3,"h",715000,"SP",9.2,3,2,2,173,120,-37.7308,144.9832,"Northern Metropolitan",3445
"Coburg North",3,"h",735000,"SP",9.2,3,1,1,427,129,-37.7303,144.9773,"Northern Metropolitan",3445
"Coburg North",3,"h",864000,"S",9.2,3,1,2,565,115,-37.7283,144.969,"Northern Metropolitan",3445
"Coburg North",3,"h",7e+05,"S",9.2,3,1,2,626,108,-37.7201,144.9696,"Northern Metropolitan",3445
"Coburg North",4,"h",735000,"SP",9.2,4,2,2,302,187,-37.7271,144.9842,"Northern Metropolitan",3445
"Coburg North",2,"t",591000,"S",9.2,2,1,1,0,86,-37.721,144.9527,"Northern Metropolitan",3445
"Coburg North",3,"h",860000,"S",9.2,2,1,3,586,145,-37.7205,144.9659,"Northern Metropolitan",3445
"Coburg North",2,"h",765000,"S",9.2,2,1,2,563,116,-37.723,144.96,"Northern Metropolitan",3445
"Coburg North",3,"h",625000,"S",9.2,3,1,2,104,138,-37.7307,144.9826,"Northern Metropolitan",3445
"Coburg North",2,"h",745000,"SP",9.2,2,1,3,526,90,-37.732,144.9832,"Northern Metropolitan",3445
"Coburg North",4,"h",1050000,"PI",9.2,4,3,2,501,258,-37.7266,144.9823,"Northern Metropolitan",3445
"Coburg North",3,"h",782000,"S",9.2,3,1,3,576,129,-37.7269,144.9654,"Northern Metropolitan",3445
"Coburg North",2,"h",935000,"S",9.2,2,1,2,833,107,-37.7297,144.9654,"Northern Metropolitan",3445
"Coburg North",4,"h",1009000,"S",9.2,4,1,2,590,187,-37.7197,144.9585,"Northern Metropolitan",3445
"Coburg North",2,"h",820000,"SP",9.2,2,1,4,629,120,-37.7276,144.9688,"Northern Metropolitan",3445
"Coburg North",3,"h",780000,"S",9.2,3,1,2,307,96,-37.7215,144.9533,"Northern Metropolitan",3445
"Coburg North",3,"h",707000,"S",9.2,3,2,3,556,129,-37.7305,144.9605,"Northern Metropolitan",3445
"Coburg North",3,"h",772000,"S",9.2,3,1,1,367,129,-37.728,144.963,"Northern Metropolitan",3445
"Coburg North",3,"h",745000,"S",9.2,3,1,3,473,129,-37.7316,144.9789,"Northern Metropolitan",3445
"Coburg North",2,"u",532500,"S",9.2,2,1,1,168,85,-37.73,144.9629,"Northern Metropolitan",3445
"Coburg North",3,"h",750000,"S",9.2,3,2,2,310,129,-37.7305,144.9809,"Northern Metropolitan",3445
"Coburg North",3,"h",815000,"S",9.2,3,2,2,376,129,-37.7295,144.982,"Northern Metropolitan",3445
"Coburg North",3,"h",637000,"S",9.2,3,1,4,498,97,-37.7323,144.9833,"Northern Metropolitan",3445
"Coburg North",4,"h",950000,"S",9.2,4,2,2,298,231,-37.7308,144.9836,"Northern Metropolitan",3445
"Coburg North",3,"h",780000,"S",9.2,3,1,2,677,129,-37.7297,144.9648,"Northern Metropolitan",3445
"Coburg North",3,"h",860000,"PI",9.2,3,2,3,472,134,-37.734,144.9728,"Northern Metropolitan",3445
"Coburg North",5,"h",1172000,"S",9.2,5,3,2,425,37,-37.7302,144.9816,"Northern Metropolitan",3445
"Coburg North",2,"h",530000,"S",9.2,2,1,1,332,85,-37.7187,144.9564,"Northern Metropolitan",3445
"Coburg North",2,"t",570000,"S",9.2,2,2,2,186,85,-37.7263,144.9843,"Northern Metropolitan",3445
"Coburg North",3,"h",2e+06,"S",9.2,4,1,1,973,129,-37.7284,144.9843,"Northern Metropolitan",3445
"Coburg North",3,"h",650000,"SP",9.2,3,1,1,407,95,-37.7351,144.9833,"Northern Metropolitan",3445
"Coburg North",4,"h",792000,"SP",9.2,4,2,1,320,131,-37.7242,144.9612,"Northern Metropolitan",3445
"Coburg North",3,"h",720000,"S",9.2,3,1,2,499,105,-37.7236,144.9576,"Northern Metropolitan",3445
"Coburg North",3,"h",970000,"S",9.2,3,1,2,575,129,-37.7307,144.9704,"Northern Metropolitan",3445
"Collingwood",2,"t",750000,"S",1.6,2,1,1,115,85,-37.7968,144.9891,"Northern Metropolitan",4553
"Collingwood",2,"h",890000,"S",1.6,2,1,1,178,70,-37.7974,144.9915,"Northern Metropolitan",4553
"Collingwood",2,"u",1260000,"S",1.6,2,1,1,0,129,-37.8042,144.9845,"Northern Metropolitan",4553
"Collingwood",3,"h",1260000,"S",1.6,3,1,0,167,129,-37.7962,144.9866,"Northern Metropolitan",4553
"Collingwood",2,"h",1320000,"S",1.6,2,2,1,0,85,-37.7969,144.9885,"Northern Metropolitan",4553
"Collingwood",2,"h",1430000,"S",1.6,2,1,0,231,85,-37.7969,144.9905,"Northern Metropolitan",4553
"Collingwood",3,"t",1125000,"SP",1.6,3,2,2,0,151,-37.8083,144.9908,"Northern Metropolitan",4553
"Collingwood",2,"u",910000,"S",1.6,2,1,1,0,97,-37.8035,144.985,"Northern Metropolitan",4553
"Collingwood",1,"u",452000,"SP",1.6,1,1,1,816,53,-37.802,144.9848,"Northern Metropolitan",4553
"Collingwood",2,"h",1015000,"S",1.6,2,1,0,117,85,-37.7948,144.9861,"Northern Metropolitan",4553
"Collingwood",1,"u",372000,"SP",1.6,1,1,1,0,65,-37.809,144.9911,"Northern Metropolitan",4553
"Collingwood",3,"u",1326000,"S",1.6,3,2,1,0,190,-37.8032,144.9842,"Northern Metropolitan",4553
"Collingwood",3,"t",910000,"S",1.6,3,1,1,171,129,-37.8006,144.9925,"Northern Metropolitan",4553
"Collingwood",2,"h",1230000,"S",1.6,2,2,1,0,153,-37.8042,144.9845,"Northern Metropolitan",4553
"Collingwood",2,"h",855000,"S",1.6,2,1,0,130,80,-37.7953,144.9882,"Northern Metropolitan",4553
"Collingwood",1,"u",457000,"S",1.6,1,1,1,406,49,-37.796,144.9911,"Northern Metropolitan",4553
"Collingwood",3,"t",897500,"S",1.6,3,2,1,82,82,-37.7961,144.9873,"Northern Metropolitan",4553
"Collingwood",2,"u",865000,"PI",1.6,2,2,1,0,85,-37.8035,144.985,"Northern Metropolitan",4553
"Collingwood",2,"h",1265000,"S",1.6,3,1,1,282,112,-37.7985,144.9883,"Northern Metropolitan",4553
"Collingwood",2,"h",1260000,"S",1.6,2,1,2,116,85,-37.8067,144.984,"Northern Metropolitan",4553
"Collingwood",3,"h",1075000,"S",1.6,3,1,0,183,104,-37.7948,144.9875,"Northern Metropolitan",4553
"Collingwood",3,"u",1470000,"S",1.6,3,2,2,0,129,-37.8037,144.9846,"Northern Metropolitan",4553
"Collingwood",1,"u",366000,"S",1.6,1,1,1,0,44,-37.796,144.9911,"Northern Metropolitan",4553
"Collingwood",1,"u",461000,"SP",1.6,1,1,1,0,49,-37.8035,144.985,"Northern Metropolitan",4553
"Collingwood",2,"h",981000,"S",1.6,2,1,0,188,107,-37.7964,144.9923,"Northern Metropolitan",4553
"Collingwood",2,"u",683000,"S",1.6,2,1,1,0,92,-37.8035,144.985,"Northern Metropolitan",4553
"Collingwood",3,"h",1470000,"S",1.6,3,2,0,150,129,-37.7968,144.9924,"Northern Metropolitan",4553
"Collingwood",2,"h",670000,"S",1.6,2,1,0,118,85,-37.7976,144.993,"Northern Metropolitan",4553
"Collingwood",1,"u",430000,"VB",1.6,1,1,1,0,52,-37.8019,144.9845,"Northern Metropolitan",4553
"Collingwood",2,"u",515000,"S",1.6,2,1,1,816,85,-37.802,144.9848,"Northern Metropolitan",4553
"Collingwood",2,"h",1e+06,"SP",1.6,2,1,2,159,86,-37.7962,144.9887,"Northern Metropolitan",4553
"Collingwood",3,"t",887500,"S",1.6,3,2,1,81,82,-37.7961,144.9874,"Northern Metropolitan",4553
"Collingwood",2,"u",713500,"S",1.6,2,2,1,1060,88,-37.7954,144.9868,"Northern Metropolitan",4553
"Collingwood",3,"u",1500000,"S",1.6,2,2,2,0,159,-37.8042,144.9845,"Northern Metropolitan",4553
"Collingwood",2,"u",672000,"S",1.6,2,1,1,0,60,-37.8046,144.984,"Northern Metropolitan",4553
"Collingwood",2,"u",1215000,"S",1.6,3,2,1,0,85,-37.8035,144.985,"Northern Metropolitan",4553
"Collingwood",2,"u",8e+05,"VB",1.6,2,1,1,0,91,-37.8026,144.9848,"Northern Metropolitan",4553
"Collingwood",2,"u",1645000,"S",1.6,4,1,3,0,2,-37.8046,144.9858,"Northern Metropolitan",4553
"Collingwood",2,"u",450000,"S",1.6,2,1,1,0,85,-37.7988,144.9912,"Northern Metropolitan",4553
"Collingwood",2,"u",860000,"PI",1.6,2,2,1,0,114,-37.8035,144.985,"Northern Metropolitan",4553
"Doncaster",4,"h",1924500,"S",13.9,4,4,2,1157,187,-37.7779,145.127,"Eastern Metropolitan",9028
"Doncaster",2,"u",492500,"S",13.9,2,1,1,65,85,-37.7887,145.1438,"Eastern Metropolitan",9028
"Doncaster",3,"h",1403000,"S",13.9,3,1,4,727,123,-37.7942,145.1218,"Eastern Metropolitan",9028
"Doncaster",4,"h",1408000,"S",13.9,4,2,0,725,187,-37.7891,145.1073,"Eastern Metropolitan",9028
"Doncaster",4,"t",855000,"S",13.9,4,2,2,242,187,-37.7915,145.1258,"Eastern Metropolitan",9028
"Doncaster",3,"h",1450000,"PI",13.9,3,1,1,638,115,-37.7912,145.1248,"Eastern Metropolitan",9028
"Doncaster",5,"h",1461800,"SP",13.9,5,2,2,660,240,-37.7791,145.1328,"Eastern Metropolitan",9028
"Doncaster",4,"h",1396000,"S",13.9,4,1,2,658,138,-37.7827,145.1358,"Eastern Metropolitan",9028
"Doncaster",5,"h",1535000,"PI",13.9,5,3,2,681,240,-37.7722,145.1309,"Eastern Metropolitan",9028
"Doncaster",3,"h",1125000,"VB",13.9,3,2,2,819,173,-37.781,145.1036,"Eastern Metropolitan",9028
"Doncaster",3,"u",7e+05,"PI",13.9,3,2,2,0,119,-37.7862,145.1235,"Eastern Metropolitan",9028
"Doncaster",4,"h",1152000,"S",13.9,4,2,2,336,176,-37.794,145.1178,"Eastern Metropolitan",9028
"Doncaster",4,"h",1868000,"S",13.9,3,2,2,925,218,-37.7869,145.1183,"Eastern Metropolitan",9028
"Doncaster",3,"h",920000,"PI",13.9,4,3,3,655,129,-37.7798,145.1319,"Eastern Metropolitan",9028
"Doncaster",4,"h",1050000,"PI",13.9,4,2,2,317,194,-37.7815,145.1279,"Eastern Metropolitan",9028
"Doncaster",3,"u",910000,"S",13.9,3,2,2,299,135,-37.7929,145.1338,"Eastern Metropolitan",9028
"Doncaster",3,"h",1850000,"S",13.9,3,1,2,1073,143,-37.7772,145.1157,"Eastern Metropolitan",9028
"Doncaster",4,"h",1225000,"S",13.9,4,3,2,740,185,-37.7912,145.1127,"Eastern Metropolitan",9028
"Doncaster",4,"h",1316000,"S",13.9,4,2,2,716,155,-37.778,145.1173,"Eastern Metropolitan",9028
"Doncaster",2,"u",4e+05,"VB",13.9,2,1,2,0,85,-37.7868,145.1223,"Eastern Metropolitan",9028
"Doncaster",5,"h",1400000,"S",13.9,5,3,2,656,320,-37.7752,145.1317,"Eastern Metropolitan",9028
"Doncaster",4,"h",1430000,"S",13.9,4,2,2,655,170,-37.782,145.1194,"Eastern Metropolitan",9028
"Doncaster",4,"h",1250000,"PI",13.9,4,2,2,780,187,-37.7955,145.139,"Eastern Metropolitan",9028
"Doncaster",3,"u",772000,"S",13.9,3,2,1,203,109,-37.7776,145.1267,"Eastern Metropolitan",9028
"Doncaster",4,"h",2e+06,"S",13.9,4,3,2,507,187,-37.7738,145.1308,"Eastern Metropolitan",9028
"Doncaster",3,"h",1300000,"S",13.9,3,1,2,657,129,-37.7946,145.1375,"Eastern Metropolitan",9028
"Doncaster",4,"h",1468000,"S",13.9,4,2,2,806,170,-37.7939,145.1392,"Eastern Metropolitan",9028
"Doncaster",3,"h",1275000,"PI",13.9,3,1,1,720,129,-37.79,145.1309,"Eastern Metropolitan",9028
"Doncaster",4,"h",1200000,"S",13.9,4,1,2,657,187,-37.7856,145.1374,"Eastern Metropolitan",9028
"Doncaster",3,"u",655000,"SP",13.9,3,2,2,0,129,-37.7826,145.1274,"Eastern Metropolitan",9028
"Doncaster",3,"h",1310000,"S",13.9,3,1,2,1157,129,-37.7934,145.1336,"Eastern Metropolitan",9028
"Doncaster",4,"u",753000,"S",13.9,3,1,1,241,105,-37.7743,145.1093,"Eastern Metropolitan",9028
"Doncaster",4,"h",1250000,"SP",13.9,4,2,3,767,187,-37.7735,145.1044,"Eastern Metropolitan",9028
"Doncaster",2,"h",1140000,"S",13.9,3,1,1,679,85,-37.7915,145.1224,"Eastern Metropolitan",9028
"Doncaster",3,"h",1180000,"S",13.9,3,1,2,657,129,-37.7807,145.1193,"Eastern Metropolitan",9028
"Doncaster",3,"t",746000,"S",13.9,3,2,2,118,106,-37.7863,145.106,"Eastern Metropolitan",9028
"Doncaster",3,"h",1485000,"S",13.9,3,2,2,731,140,-37.7892,145.131,"Eastern Metropolitan",9028
"Doncaster",3,"h",1190000,"S",13.9,3,1,1,658,140,-37.7816,145.1066,"Eastern Metropolitan",9028
"Doncaster",3,"h",9e+05,"PI",13.9,2,2,2,366,150,-37.792,145.1077,"Eastern Metropolitan",9028
"Doncaster",3,"h",1250000,"PI",13.9,3,2,1,728,150,-37.7813,145.1318,"Eastern Metropolitan",9028
"Doncaster",3,"h",1030000,"S",13.9,3,1,1,827,100,-37.7848,145.1029,"Eastern Metropolitan",9028
"Doncaster",4,"t",985000,"S",13.9,4,2,2,182,160,-37.7888,145.138,"Eastern Metropolitan",9028
"Doncaster",3,"h",1300000,"S",13.9,3,1,2,651,119,-37.7827,145.1051,"Eastern Metropolitan",9028
"Doncaster",2,"u",522500,"S",13.9,2,1,1,145,85,-37.7874,145.1043,"Eastern Metropolitan",9028
"Doncaster",5,"h",1510000,"PI",13.9,4,2,2,659,240,-37.7903,145.1107,"Eastern Metropolitan",9028
"Doncaster",4,"h",1460000,"SP",13.9,4,2,2,840,187,-37.78,145.1145,"Eastern Metropolitan",9028
"Doncaster",3,"h",958000,"S",13.9,3,2,2,0,129,-37.7814,145.1273,"Eastern Metropolitan",9028
"Doncaster",4,"h",1462500,"S",13.9,4,3,2,654,160,-37.7795,145.1294,"Eastern Metropolitan",9028
"Doncaster",3,"h",1430000,"S",13.9,3,1,2,811,129,-37.7927,145.1386,"Eastern Metropolitan",9028
"Doncaster",4,"t",1350000,"PI",13.9,4,3,2,711,187,-37.7887,145.1086,"Eastern Metropolitan",9028
"Doncaster",3,"h",1250000,"PI",13.9,3,2,2,900,195,-37.7902,145.1344,"Eastern Metropolitan",9028
"Doncaster",4,"h",1460800,"SP",13.9,4,3,2,654,305,-37.7856,145.1088,"Eastern Metropolitan",9028
"Doncaster",3,"h",1152500,"S",13.9,3,2,2,648,129,-37.7798,145.1368,"Eastern Metropolitan",9028
"Doncaster",5,"h",1650000,"VB",13.9,5,4,2,500,429,-37.7863,145.1105,"Eastern Metropolitan",9028
"Doncaster",3,"h",1474000,"S",13.9,4,2,2,753,129,-37.7753,145.1114,"Eastern Metropolitan",9028
"Doncaster",3,"u",8e+05,"PI",13.9,3,2,2,267,129,-37.7882,145.1315,"Eastern Metropolitan",9028
"Doncaster",3,"h",1391000,"S",13.9,3,1,1,764,175,-37.7934,145.1207,"Eastern Metropolitan",9028
"Doncaster",2,"u",452000,"S",13.9,2,1,1,67,68,-37.7887,145.1436,"Eastern Metropolitan",9028
"Doncaster",5,"h",1322000,"S",13.9,5,1,0,729,240,-37.7932,145.1123,"Eastern Metropolitan",9028
"Doncaster",3,"t",1102200,"SP",13.9,3,2,2,233,175,-37.7881,145.1371,"Eastern Metropolitan",9028
"Doncaster",4,"h",1401000,"S",13.9,4,3,2,650,261,-37.7785,145.1212,"Eastern Metropolitan",9028
"Doncaster",4,"h",1782000,"S",13.9,4,3,3,586,306,-37.7739,145.1287,"Eastern Metropolitan",9028
"Doncaster",3,"u",735000,"S",13.9,3,1,1,302,129,-37.7809,145.1061,"Eastern Metropolitan",9028
"Doncaster",4,"h",1520000,"S",13.9,4,3,2,657,275,-37.7954,145.1379,"Eastern Metropolitan",9028
"Doncaster",3,"h",990000,"S",13.9,2,1,1,746,129,-37.7933,145.1417,"Eastern Metropolitan",9028
"Doncaster",3,"h",1020000,"PI",13.9,3,1,2,725,129,-37.7945,145.1172,"Eastern Metropolitan",9028
"Doncaster",3,"h",878000,"S",13.9,3,2,2,0,163,-37.7901,145.1341,"Eastern Metropolitan",9028
"Doncaster",4,"t",973500,"S",13.9,4,2,2,234,160,-37.7932,145.1275,"Eastern Metropolitan",9028
"Doncaster",3,"u",751800,"SP",13.9,3,1,2,109,120,-37.7749,145.1138,"Eastern Metropolitan",9028
"Doncaster",3,"h",1100000,"VB",13.9,3,2,2,771,169,-37.7765,145.117,"Eastern Metropolitan",9028
"Doncaster",3,"h",1202000,"S",13.9,3,2,2,649,150,-37.7794,145.1224,"Eastern Metropolitan",9028
"Doncaster",3,"h",1362000,"S",13.9,3,1,2,798,132,-37.7894,145.1333,"Eastern Metropolitan",9028
"Doncaster",4,"h",1810000,"S",13.9,4,2,4,769,240,-37.7781,145.1337,"Eastern Metropolitan",9028
"Doncaster",3,"h",826000,"S",13.9,3,1,4,192,278,-37.7837,145.1027,"Eastern Metropolitan",9028
"Doncaster",3,"h",9e+05,"S",13.9,4,3,2,385,129,-37.7774,145.1205,"Eastern Metropolitan",9028
"Doncaster",3,"t",888000,"S",13.9,3,2,1,192,129,-37.7942,145.1256,"Eastern Metropolitan",9028
"Eaglemont",5,"h",1901000,"S",10.3,3,2,2,963,225,-37.7674,145.0518,"Eastern Metropolitan",1651
"Eaglemont",4,"h",1650000,"VB",10.3,4,3,2,724,327,-37.7594,145.0594,"Eastern Metropolitan",1651
"Eaglemont",3,"h",1816000,"S",10.3,3,1,2,846,180,-37.7666,145.0591,"Eastern Metropolitan",1651
"Eaglemont",2,"u",525000,"S",10.3,2,1,1,79,70,-37.7612,145.0663,"Eastern Metropolitan",1651
"Eaglemont",4,"h",2050000,"S",10.3,4,3,2,723,290,-37.7615,145.0705,"Eastern Metropolitan",1651
"Eaglemont",5,"h",1930000,"S",10.3,5,2,1,939,236,-37.7659,145.0585,"Eastern Metropolitan",1651
"Eaglemont",4,"h",2600000,"VB",10.3,3,2,3,871,322,-37.7612,145.0676,"Eastern Metropolitan",1651
"Eaglemont",2,"u",6e+05,"SP",10.3,2,1,1,112,95,-37.7669,145.0521,"Eastern Metropolitan",1651
"Eaglemont",3,"h",1601000,"S",10.3,3,1,1,872,136,-37.7618,145.0649,"Eastern Metropolitan",1651
"Eaglemont",3,"h",1100000,"VB",10.3,3,2,1,555,300,-37.7585,145.0568,"Eastern Metropolitan",1651
"Eaglemont",4,"h",2550000,"VB",10.3,4,2,2,1484,478,-37.769,145.0616,"Eastern Metropolitan",1651
"Eaglemont",3,"u",1190000,"S",10.3,3,2,2,0,148,-37.7623,145.0569,"Eastern Metropolitan",1651
"Eaglemont",4,"h",2012000,"S",10.3,4,3,2,597,245,-37.765,145.0646,"Eastern Metropolitan",1651
"Eaglemont",4,"h",2309000,"S",10.3,4,3,2,1177,291,-37.7652,145.0687,"Eastern Metropolitan",1651
"Elsternwick",2,"h",9e+05,"VB",8.5,2,1,2,239,110,-37.8845,144.999,"Southern Metropolitan",4898
"Elsternwick",3,"h",1625000,"S",8.5,3,2,2,447,181,-37.8912,145.0138,"Southern Metropolitan",4898
"Elsternwick",2,"h",906000,"S",8.5,2,1,1,221,85,-37.8829,145.0129,"Southern Metropolitan",4898
"Elsternwick",4,"h",1100000,"VB",8.5,4,2,0,147,159,-37.8852,144.9997,"Southern Metropolitan",4898
"Elsternwick",2,"u",930000,"S",8.5,2,1,1,295,85,-37.8904,145.013,"Southern Metropolitan",4898
"Elsternwick",3,"h",1755000,"S",8.5,3,2,1,391,173,-37.8885,145.0133,"Southern Metropolitan",4898
"Elsternwick",4,"h",1400000,"SP",8.5,4,1,1,489,150,-37.8916,145.0123,"Southern Metropolitan",4898
"Elsternwick",3,"u",1240000,"S",8.5,3,2,2,319,123,-37.8922,145.0112,"Southern Metropolitan",4898
"Elsternwick",2,"u",7e+05,"S",8.5,2,1,2,99,92,-37.8951,145.0085,"Southern Metropolitan",4898
"Elsternwick",2,"u",591000,"S",8.5,2,1,1,815,62,-37.8857,145.0136,"Southern Metropolitan",4898
"Elsternwick",2,"u",537000,"S",8.5,2,1,1,0,79,-37.8838,145.0095,"Southern Metropolitan",4898
"Elsternwick",3,"h",1805000,"PI",8.5,3,2,1,347,129,-37.8833,145.0118,"Southern Metropolitan",4898
"Elsternwick",3,"h",8e+05,"VB",8.5,3,2,2,331,112,-37.8847,144.9992,"Southern Metropolitan",4898
"Elsternwick",3,"h",965000,"PI",8.5,3,1,2,275,119,-37.8859,144.9994,"Southern Metropolitan",4898
"Elsternwick",2,"h",1160000,"SP",8.5,2,2,2,155,137,-37.8887,145.0046,"Southern Metropolitan",4898
